"Chi pecora si fa, il lupo se la mangia.","debolezza;predazione"
"Chi per denaro s'è sposato, a vita sarà comandato.","matrimonio;interesse"
"Chi per grazia prega, non ha mai bene.","preghiera;fortuna"
"Chi perde ha sempre torto.","sconfitta;giustizia"
"Chi perdona senza dimenticare, non perdona che metà.","perdono;memoria"
"Chi pesca con l'amo d'oro, qualcosa piglia sempre.","ricchezza;successo"
"Chi pesca e ha fretta, spesse volte prende dei granchi.","fretta;insuccesso"
"Chi piglia leone in assenza, teme la talpa in presenza.","coraggio;timore"
"Chi più ha più vuole.","avidità;desiderio"
"Chi più lavora, meno mangia.","lavoro;ingiustizia"
"Chi più ne ha più ne metta.","abbondanza;desiderio"
"Chi più sa meno crede.","conoscenza;scetticismo"
"Chi più spende meno spende.","spesa;risparmio"
"Chi poco sa presto parla.","ignoranza;chiacchiere"
"Chi porta fiori, porta amore.","gesti;amore"
"Chi porta la moglie a ogni festa e il cavallo a bere a ogni fontana, alla fine dell'anno avrà il cavallo bolso e la moglie puttana.","comportamento;conseguenze"
"Chi predica al deserto, perde il sermone.","inutilità;parole"
"Chi prende l'anguilla per la coda, può dire di non tenere nulla.","inutilità;sforzo"
"Chi presta all'amico perde quello ed il denaro.","amicizia;prestito"
"Chi presto parla, poco sa.","parole;conoscenza"
"Chi prima arriva meglio alloggia.","tempismo;vantaggio"
"Chi prima nasce prima pasce.","priorità;vantaggio"
"Chi prima non pensa dopo sospira.","previsioni;rimpianto"
"Chi prima va al mulino macina.","tempismo;vantaggio"
"Chi rende male per bene, non vedrà mai partire da casa sua la sciagura.","karma;giustizia"
"Chi ricorda un beneficio, lo rinfaccia.","generosità;memoria"
"Chi ride a un'impertinenza, se ne fa complice.","complicità;risata"
"Chi ride degli altri ha molto da imparare.","giudizio;umiltà"
"Chi ride il venerdì piange la domenica.","cambiamento;fortuna"
"Chi rimane in umile stato, non ha da temer caduta.","umiltà;stabilità"
"Chi ringrazia non vuol obblighi.","gratitudine;libertà"
"Chi ringrazia per una spiga, riceve una manna.","gratitudine;ricompensa"
"Chi risparmia quattrini, guadagna quattrini.","risparmio;guadagno"
"Chi rompe paga e i cocci sono suoi.","responsabilità;conseguenze"
"Chi ruba poco, ruba assai.","comportamento;intenzioni"
"Chi ruba una volta è sempre ladro.","reputazione;giustizia"
"Chi s'aiuta Iddio l'aiuta.","autonomia;divino"
"Chi sa fare fa e chi non sa fare insegna.","competenza;educazione"
"Chi sa il trucco non l'insegni.","segreto;competenza"
"Chi sa senza Cristo non sa nulla.","fede;conoscenza"
"Chi scopre il segreto perde la fede.","segreto;fede"
"Chi semina buon grano, ha poi buon pane.","azione;risultato"
"Chi semina con l'acqua, raccoglie col paniere.","spreco;risultato"
"Chi semina raccoglie.","azione;risultato"
"Chi semina vento, raccoglie tempesta.","azione;conseguenze"
"Chi serba serba al gatto.","risparmio;inutilità"
"Chi si accontenta gode.","soddisfazione;felicità"
"Chi si aiuta Iddio l'aiuta.","auto-aiuto;fede"
"Chi si assomiglia si piglia.","somiglianza;relazioni"
"Chi si attacca al poco, non esiterà a rubare molto.","ambizione;comportamento"
"Chi si contenta gode.","soddisfazione;felicità"
"Chi si diletta di frodare gli altri, non si deve lamentare se gli altri lo ingannano.","inganno;giustizia"
"Chi si fa i fatti suoi campa cent'anni.","discrezione;longevità"
"Chi si fa un idolo del suo interesse, si fa un martire della sua integrità.","interesse;integrità"
"Chi si fida di greco, non ha il cervel seco.","fiducia;prudenza"
"Chi si fida nel lotto, non mangia di cotto.","gioco d'azzardo;inganno"
"Chi si guarda dal calcio della mosca, gli tocca quello del cavallo.","prudenza;pericolo"
"Chi si immagina di essere più di quello che è, si guardi nello specchio.","illusione;realtà"
"Chi si loda s'imbroda.","vanità;conseguenze"
"Chi si prende d'amore, si lascia di rabbia.","amore;conflitto"
"Chi si scusa si accusa.","responsabilità;colpa"
"Chi si sposa in fretta, stenta adagio.","matrimonio;prudenza"
"Chi si umilia sarà esaltato, chi si esalta sarà umiliato.","umiltà;arroganza"
"Chi si vanta da solo non vale un fagiolo.","vanità;umiltà"
"Chi si vanta del delitto è due volte delinquente.","delitto;vergogna"
"Chi si è scottato con l'acqua calda, ha paura anche di quella fredda.","esperienza;diffidenza"
"Chi siede in basso, siede bene.","umiltà;sicurezza"
"Chi spera nell'altrui soccorso, mette il pelo più lungo [di quello] dell'orso.","autonomia;illusione"
"Chi sta tra due selle si trova col culo in terra.","indecisione;fallimento"
"Chi tace acconsente.","silenzio;complicità"
"Chi tanto chi niente.","equità;ingiustizia"
"Chi tardi arriva male alloggia.","tempismo;opportunità"
"Chi ti dà un osso non ti vorrebbe morto.","generosità;egoismo"
"Chi ti vuol male, ti liscia il pelo.","inganno;manipolazione"
"Chi tiene il letame nel suo letamaio, fa triste il suo pagliaio.","pulizia;ordine"
"Chi tiene la scala non è meno reo del ladro.","complicità;corresponsabilità"
"Chi troppo comincia, poco finisce.","iniziativa;costanza"
"Chi troppo domanda, ha testa di matto.","curiosità;esagerazione"
"Chi troppo in alto sal, cade sovente precipitevolissimevolmente.","ambizione;caduta"
"Chi troppo stringe la corda, poi resta impiccato.","eccesso;autodistruzione"
"Chi troppo vuole nulla stringe.","avidità;delusione"
"Chi trova un amico trova un tesoro.","amicizia;valore"
"Chi tutti sprezza, offende, insulta e sfida, pare che vada cercando uno che l'uccida.","provocazione;conseguenze"
"Chi uccide i gatti fa male i suoi fatti.","crudeltà;karma"
"Chi va a Roma perde la poltrona.","assenza;competizione"
"Chi va a caccia non deve lasciare a casa il fucile.","preparazione;cautela"
"Chi va a scuola, qualche cosa impara sempre.","apprendimento;conoscenza"
"Chi va al mulino s'infarina.","esperienza;inevitabilità"
"Chi va all'acqua d'agosto, non beve o non vuol bere il mosto.","tempismo;sacrificio"
"Chi va alla festa e non è invitato, ben gli sta se ne è scacciato.","etichetta;rispetto"
"Chi va alla piazza dei dolori torna a casa con i suoi.","sofferenza;condivisione"
"Chi va con lo zoppo, impara a zoppicare.","compagnia;influenza"
"Chi va forte va incontro alla morte.","imprudenza;pericolo"
"Chi va per la via retta, non casca nel fosso.","rettitudine;integrità"
"Chi va piano va sano e va lontano. Chi va forte va alla morte.","moderazione;prudenza"
"Chi va via perde il posto all'osteria.","assenza;opportunità"
"Chi vanta se stesso e abbassa gli altri, gli altri abbasseranno lui.","vanità;giustizia"
"Chi vende a credenza spaccia assai: perde gli amici e i quattrin non ha mai.","credito;perdita"
"Chi vien di raro, gli si fa festa.","presenza;affetto"
"Chi vince ha sempre ragione.","successo;percezione"
"Chi vive in libertà non tenti il fato.","libertà;prudenza"
"Chi vive sei giorni nell'oasi, il settimo anela il deserto.","desiderio;cambiamento"
"Chi vivrà vedrà.","tempo;esperienza"
"Chi vuol aver del mosto, zappi le viti d'agosto.","preparazione;raccolto"
"Chi vuol d'avena un granaio la semini di febbraio.","agricoltura;tempismo"
"Chi vuol dell'acqua chiara vada alla fonte.","purezza;autenticità"
"Chi vuol esser libero, non metta il collo sotto il giogo.","libertà;autonomia"
"Chi vuol essere amato, divenga amabile.","comportamento;relazioni"
"Chi vuol essere pagato, non dev'essere ringraziato.","compenso;professionalità"
"Chi vuol far la contadina vesta il rosso col turchino.","abbigliamento;ruolo"
"Chi vuol guarire deve soffrire.","salute;sofferenza"
"Chi vuol impetrare, la vergogna ha da levare.","determinazione;coraggio"
"Chi vuol lavoro degno, assai ferro e poco legno.","qualità;materiali"
"Chi vuol pane, meni letame.","agricoltura;fatica"
"Chi vuol presto impoverire, chieda prestito all'usuraio.","debito;rovina"
"Chi vuol provar le pene dell'inferno, la stia in Puglia e all'Aquila d'inverno.","sofferenza;clima"
"Chi vuol saper cos'è l'inferno faccia il cuoco d'estate e il carrettiere d'inverno.","sofferenza;lavoro"
"Chi vuol udir novelle, dal barbier si dicon belle.","novità;gossip"
"Chi vuol un bel pagliaio lo pianti di febbraio.","agricoltura;tempismo"
"Chi vuol un pero ne ponga cento, e chi cento susini ne ponga uno solo.","natura;coltivazione"
"Chi vuol vedere Pisa vada a Genova.","esperienza;viaggio"
"Chi vuole arricchire in un anno, è impiccato in sei mesi.","avidità;rischio"
"Chi vuole assai, non domandi poco.","aspettative;richiesta"
"Chi vuole essere amato, divenga amabile.","amore;comportamento"
"Chi vuole essere sicuro della sua farina, deve portare egli stesso il sacco al mulino.","sicurezza;responsabilità"
"Chi vuole i santi se li preghi.","devozione;fede"
"Chi vuole la figlia accarezzi la madre.","relazioni;affetto"
"Chi vuole vada e chi non vuole mandi.","determinazione;delegazione"
"Chi è bugiardo è ladro.","moralità;carattere"
"Chi è causa del suo mal pianga se stesso.","responsabilità;conseguenze"
"Chi è destinato alla forca non annega.","destino;fatalismo"
"Chi è generoso con la bocca, è avaro col sacco.","ipocrisia;falsità"
"Chi è in difetto è in sospetto.","colpa;sospetto"
"Chi è mandato dai farisei è ingannato dai farisei.","inganno;fiducia"
"Chi è morso dalla serpe, teme la lucertola.","trauma;diffidenza"
"Chi è schiavo delle ambizioni ha mille padroni.","ambizione;schiavitù"
"Chi è stato trovato una volta in frode, si presume vi sia sempre.","fiducia;reputazione"
"Chi è svelto a mangiare è svelto a lavorare.","diligenza;efficienza"
"Chi è tosato da un usuraio, non mette più pelo.","esperienza;avvertimento"
"Chi è uso all'impiccare, non teme la forca.","abitudini;coraggio"
"Chiacchiere di forno, perdenza di pane.","parole;inutilità"
"Chiara notte di capodanno, dà slancio a un buon anno.","tempo;presagio"
"Chiodo scaccia chiodo.","soluzione;problemi"
"Chirurgo giovane e medico anziano.","esperienza;competenza"
"Chitarra e schioppo fanno andare la casa a galoppo.","musica;confusione"
"Ci vuole altro che un'accozzaglia di gente per fare un esercito.","organizzazione;efficienza"
"Ci vuole ingegno per governare i pazzi.","abilità;gestione"
"Ciascun dal proprio cuor l'altrui misura.","proiezione;giudizio"
"Ciascuno porta il suo ingegno al mercato.","talento;valore"
"Ciascuno è artefice della sua fortuna.","responsabilità;fortuna"
"Cielo a pecorelle acqua a catinelle.","meteo;previsioni"
"Ciò che impari da giovane non dimentichi da vecchio.","apprendimento;memoria"
"Ciò che lo stolto fa in fine, il savio fa in principio.","saggezza;azione"
"Ciò che non si può cambiare bisogna saperlo sopportare.","accettazione;resilienza"
"Ciò che s'usa non fa scusa.","abitudini;responsabilità"
"Ciò che è male per uno, è bene per un altro.","relatività;esperienza"
"Col fuoco non si scherza.","pericolo;prudenza"
"Col latino, con un ronzino e con un fiorino si gira il mondo.","lingua;viaggio"
"Col nulla non si fa nulla.","risorsa;azione"
"Col pane tutti i guai sono dolci.","cibo;conforto"
"Col tempo e con la paglia maturano le nespole.","tempo;pazienza"
"Colla sola lealtà, non si pagano i merletti della cuffia.","lealtà;valore"
"Come farai, così avrai.","azione;conseguenze"
"Come i piedi portano il corpo, così la benevolenza porta l'anima.","benevolenza;anima"
"Come ti rifai il letto, così ti ci addormenti.","responsabilità;conseguenze"
"Comincia, che Dio provvede al resto.","inizio;fede"
"Compar di Puglia, l'un tiene e l'altro spoglia.","relazioni;scaltrezza"
"Comun servizio ingratitudine rende.","servizio;ingratitudine"
"Con arte e con ingegno, si acquista mezzo regno; e con ingegno ed arte, si acquista l'altra parte.","abilità;successo"
"Con gli anni crescono gli affanni.","età;preoccupazioni"
"Con i matti non ci son patti.","follia;accordi"
"Con il fuoco si prova l'oro, con l'oro la donna e con la donna l'uomo.","prova;valore"
"Con il tempo e con la paglia si maturano le sorbe.","pazienza;tempo"
"Con il tempo l'acqua buca anche le rocce.","perseveranza;tempo"
"Con l'inchiostro, una mano può innalzare un furfante ed abbassare un galantuomo.","scrittura;potere"
"Con la pazienza la foglia di gelso diventa seta.","pazienza;trasformazione"
"Con la pietra si prova l'oro, con l'oro la donna e con la donna l'uomo.","prova;relazioni"
"Con la più alta libertà, abita la più bassa servitù.","libertà;paradosso"
"Con le buone maniere si ottiene tutto.","comportamento;risultati"
"Con le mani in mano non si va dai dottori.","azione;salute"
"Con tre dita si scrivono libri, ma ci lavorano anche corpo e anima.","impegno;creazione"
"Con un bicchier di vino si fa un amico.","socialità;amicizia"
"Con un occhio si frigge il pesce e con l'altro si guarda il gatto.","multitasking;attenzione"
"Conchiuder lega è facile, difficile il mantenerla.","accordi;difficoltà"
"Confidenza toglie riverenza.","confidenza;rispetto"
"Conserva le monete bianche per le giornate nere.","economia;previdenza"
"Contadini, scarpe grosse e cervelli fini.","preconcetto;intelligenza"
"Contano più i fatti che le parole.","azioni;parole"
"Contro due donne neanche il diavolo può metterci il becco.","difficoltà;donna"
"Contro due non la potrebbe Orlando.","difficoltà;eroismo"
"Contro la forza la ragion non vale.","potere;ragione"
"Contro la nebbia forza no vale.","inevitabilità"
"Coricarsi presto, alzarsi presto, danno salute, ricchezza e sapienza.","salute;abitudini"
"Corno passeggero non distrugge amor sincero.","amore;fedeltà"
"Corpo satollo anima consolata.","soddisfazione;benessere"
"Corpo sazio non crede a digiuno.","soddisfazione;esperienza"
"Corre un pezzo la lepre, un pezzo il cane; così s'alternano le vicende umane.","ciclo;vita"
"Cortesia schietta, domanda non aspetta.","cortesia;comunicazione"
"Cosa di rado veduta, più cara è tenuta.","rarità;valore"
"Cosa fatta capo ha.","azione;finalità"
"Cosa rara, cosa cara.","rarità;valore"
"Cucina grassa, magra eredità.","consumi;eredità"
"Cuor contento gran talento.","felicità;talento"
"Cuor contento il ciel l'aiuta.","felicità;fortuna"
"Cuor contento lo guarda.","felicità;protezione"
"Cuor contento non sente stento.","felicità;resistenza"
"Custodisci la pecora anche quando non vedi il lupo.","prevenzione;precauzione"
"D'amore non si muore.","amore;vita"
"D'aprile ogni goccia val mille lire.","pioggia;valore"
"D'aquila non nasce colomba.","natura;carattere"
"Da Lodi, tutti passan volentieri.","preferenza;luoghi"
"Da colpa nasce colpa.","responsabilità;conseguenze"
"Da cosa nasce cosa.","causa;effetto"
"Da falsa lingua, cattiva arringa.","verità;inganno"
"Da un disordine nasce un ordine.","ordine;disordine"
"Dagli amici mi guardi Iddio che dai nemici mi guardo io.","amicizia;tradimento"
"Dagli un dito e si prenderà un braccio.","generosità;abuso"
"Dai giudici siciliani, vacci coi polli nelle mani.","giustizia;scaltrezza"
"Dal canto si conosce l'uccello.","identità;comportamento"
"Dal passato è facile predire il futuro.","passato;futuro"
"Dall'asino non cercar lana.","aspettative;realtà"
"Dall'immagine si conosce il pittore.","identità;arte"
"Dall'opera si conosce il maestro.","maestria;competenze"
"Dalla casa si conosce il padrone.","identità;ambiente"
"Dalla mano si riconosce l'artista.","arte;maestria"
"Danaro e santità, metà della metà.","materialismo;spiritualità"
"Date a Cesare quel che è di Cesare.","giustizia;attribuzione"
"Davanti al cameriere non vi è Eccellenza.","umiltà;uguaglianza"
"Davanti l'abisso e dietro i denti di un lupo.","pericolo;minacce"
"Debole catena muover può gran peso.","forza;unione"
"Dei vizi è regina l'avarizia.","vizio;avarizia"
"Del prossimo anno chi l'entrata intacca, mangia il vitello in corpo della vacca.","gestione;previdenza"
"Del senno di poi son piene le fosse.","senno;rimpianti"
"Delle calende non me ne curo purché a san Paolo non faccia scuro.","preoccupazione;priorità"
"Denari e santità la metà della metà.","ricchezza;spiritualità"
"Detto senza fatto, ad ognuno pare un misfatto.","parole;azioni"
"Di buone intenzioni è lastricato l'inferno.","intenzioni;conseguenze"
"Di buoni proponimenti è lastricato l'inferno.","intenzioni;conseguenze"
"Di chi è l'asino, lo pigli per la coda.","responsabilità;controllo"
"Di dolore non si muore, ma d'allegrezza sì.","dolore;gioia"
"Di maggio si dorme per assaggio.","stagione;abitudini"
"Di malerba non si fa buon fieno.","qualità;valore"
"Di notte si ritirano i galantuomini ed escono i birbanti.","notte;comportamento"
"Di quello che non ti interessa, non dire né bene né male.","indifferenza;opinione"
"Di tutte le arti maestro è l'amore.","amore;arte"
"Dice il frumentone: tienmi largo, se vuoi che io ti carichi.","crescita;spazio"
"Dice la serpe: non mi toccar che non ti tocco.","avvertimento;pace"
"Dicembre favaio.","stagione;tradizione"
"Dicono che è mercante anche chi perde, ma questo presto si ridurrà al verde.","commercio;fallimento"
"Dieci ne pensa il topo e cento il gatto.","astuzia;ingenuità"
"Dieci soldi in più ma rosso.","valore;qualità"
"Dietro il monte c'è la china.","ciclo;vita"
"Dietro il riso viene il pianto.","ciclo;emozioni"
"Dimmi con chi vai e ti dirò chi sei.","compagnia;identità"
"Dimmi con chi vai, e ti dirò che fai.","compagnia;azioni"
"Dimmi con chi vai, e ti dirò chi sei.","compagnia;identità"
"Dio aiuti il povero, perché il ricco può aiutar se stesso.","disparità;giustizia"
"Dio dà la piaga e dà anche la medicina.","sofferenza;conforto"
"Dio guarisce e il medico è ringraziato.","gratitudine;conforto"
"Dio li fa e poi li accoppia.","destino;matrimonio"
"Dio manda il freddo secondo i panni.","adattamento;provvidenza"
"Dio mi guardi da chi studia un libro solo.","ignoranza;pericolo"
"Dio misura il vento all'agnello tosato.","protezione;adattamento"
"Dio vede e provvede.","fede;provvidenza"
"Dio, se chiude una porta, apre un portone.","opportunità;fede"
"Disgrazie e ombrelli sono più facili da portare quando sono degli altri.","sfortuna;empatia"
"Disse il tarlo alla noce, dammi il tempo che ti foro.","pazienza;determinazione"
"Disse la volpe ai figli: 'Quando a tordi, quando a grilli'.","saggezza;flessibilità"
"Dolce sarai mangiato, amaro sarai sputato.","esperienze;reazioni"
"Dolore comunicato è subito scemato.","condivisione;alleviamento"
"Domandando si va a Roma.","curiosità;viaggio"
"Domandare è lecito, rispondere è cortesia.","comunicazione;educazione"
"Donna adorna, tardi esce e tardi torna.","aspetto;comportamento"
"Donna al volante, pericolo costante.","stereotipo;guida"
"Donna baffuta, sempre piaciuta.","stereotipo;aspetto"
"Donna barbuta, coi sassi si saluta.","stereotipo;aspetto"
"Donna bianca, poco gli manca.","stereotipo;aspetto"
"Donna che canti dolcemente in scena, pei giovani inesperti è una sirena.","incanto;inganno"
"Donna che dona, di rado è buona.","generosità;intenzione"
"Donna che piange, ovver che dolce canti, son due diversi, ambo possenti incanti.","emozioni;inganno"
"Donna che sa il latino è rara cosa, ma guardati dal prenderla in isposa.","rarità;compatibilità"
"Donna e fuoco, toccali poco.","pericolo;prudenza"
"Donna e vino ubriaca il grande e il piccolino.","effetto;vino"
"Donna giovane e uomo anziano possono riempire la casa di figli.","generazione;compatibilità"
"Donna io conosco, ch'è una santa a messa e che in casa è un'orribil diavolessa.","contrasti;comportamento"
"Donna nana, tutta tana.","aspetto;comportamento"
"Donna nobil per natura è un tesor che sempre dura.","nobiltà;valore"
"Donna pelosa, donna virtuosa.","stereotipo;virtù"
"Donna pregata nega, trascurata prega.","comportamento;richieste"
"Donna prudente, gioia eccellente.","prudenza;felicità"
"Donna ridarella, o santa o puttanella.","comportamento;stereotipo"
"Donna rossa coscia grossa.","aspetto;stereotipo"
"Donna savia e bella è preziosa anche in gonnella.","saggezza;prezzo"
"Donna si lagna, donna si duole, donna s'ammala quando lo vuole.","emozioni;controllo"
"Donne e buoi dei paesi tuoi.","tradizioni;relazioni"
"Donne e motori gioie e dolori.","relazioni;motori"
"Donne e sardine, son buone piccoline.","relazioni;dimensioni"
"Donne, danno, fanno gli uomini e li disfanno.","effetto;relazioni"
"Dopo desinare non camminare; dopo cena, con dolce lena.","abitudini;digestione"
"Dopo e poi son parenti del mai.","tempistica;procrastinazione"
"Dopo il dolce vien l'amaro.","contrasti;emozioni"
"Dopo il fatto il consiglio non vale.","tempistica;conseguenze"
"Dopo il fatto viene troppo tardi il pentimento.","tempistica;rimpianto"
"Dopo il giorno vien la notte.","ciclo;giorni"
"Dopo la grazia di Dio, la miglior cosa è la libertà.","provvidenza;libertà"
"Dopo la tempesta, il sole.","speranza;recupero"
"Dopo le fosche nuvole il sol splende più fulgido.","difficoltà;optimismo"
"Dopo vendemmia, imbuto.","preparazione;rituale"
"Dov'è abbondanza di legna, vi è carestia di biade.","risorse;contrasti"
"Dove andò la farina va il sacco.","conseguenze;ordine"
"Dove c'è gusto, non c'è perdenza.","soddisfazione;valore"
"Dove c'è l'amore, la gamba trascina il piede.","amore;movimento"
"Dove entra la fortuna, esce l'umiltà.","fortuna;carattere"
"Dove l'accidia attecchisce ogni cosa deperisce.","pigrizia;declino"
"Dove la fedeltà mette le radici, Dio fa crescere un albero.","fedeltà;protezione"
"Dove men si pensa rompe Po.","imprevisto;conseguenze"
"Dove non c'è amore, non c'è umanità.","amore;umanità"
"Dove non c'è fieno, i cavalli mangiano paglia.","risorse;adattamento"
"Dove non c'è ordine, c'è disordine.","ordine;caos"
"Dove non si crede né all'inferno né al paradiso, il diavolo intasca tutte le entrate.","credulità;destino"
"Dove non va acqua ci vuol la zappa.","lavoro;risorse"
"Dove non vi sono capelli, male si pettina.","adattamento;impossibilità"
"Dove non vi è educazione, non vi è onore.","educazione;rispetto"
"Dove può il vino non può il silenzio.","vino;parole"
"Dove regna Bacco e Amore, Minerva non si lascia vedere.","divertimento;ignoranza"
"Dove son carogne son corvi.","morte;predatori"
"Dove sono i pulcini, ivi è l'occhio della chioccia.","protezione;cura"
"Dove vola il cuore, striscia la ragione.","emozioni;ragione"
"Dove è castigo è disciplina, dove è pace è gioia.","disciplina;pace"
"Due cani che un solo osso hanno, difficilmente in pace stanno.","conflitto;competizione"
"Due noci in un sacco e due donne in casa fanno un bel fracasso.","incompatibilità;caos"
"Due polente insieme non furon mai viste.","incompatibilità;impossibilità"
"Dura più un carro rotto che uno nuovo.","durabilità;resistenza"
"Duro con duro non fa buon muro.","collaborazione;materiali"
"Dàgli, dàgli, le cipolle diventano agli.","ripetizione;cambiamento"
"Ebrei e rigattieri, spendono poco e gabbano volentieri.","economia;inganno"
"Ecco il rimedio per l'ipocondria: mangiare e bere in buona compagnia.","salute;compagnia"
"Errare è umano, perdonare è divino.","errore;perdono"
"Errare è umano, perseverare è diabolico.","errore;perseveranza"
"Errore non paga debito.","errore;conseguenze"
"Errore non è inganno.","errore;verità"
"Errore riconosciuto conduce alla verità.","errore;verità"
"Esser dotto poco vale, quando gli altri non lo sanno.","conoscenza;ignoranza"
"Fa quel che il prete dice, non quel che il prete fa.","ipocrisia;comportamento"
"Fa quello che fanno gli altri, e nessuno si farà beffe di te.","conformismo;accettazione"
"Fa' quello che il prete dice, non quello che il prete fa.","ipocrisia;autorità"
"Faccia bella, anima bella.","aspetto;carattere"
"Facile è criticare, difficile è l'arte.","critica;maestria"
"Fai del bene e dimenticatene, fai del male e ricordatene.","comportamento;memoria"
"Fare debiti non è vergogna, ma pagarli è questione d'onore.","debiti;onore"
"Fare e disfare è tutto un lavorare.","lavoro;cambiamento"
"Fare l'amore fa bene all'amore.","relazione;beneficio"
"Fate del bene al villano, dirà che gli fate del male.","comportamento;percezione"
"Fatta la legge trovato l'inganno.","legge;inganno"
"Fatta la sposa, tutti la vogliono.","matrimonio;desiderio"
"Fatti asino e tutti ti metteranno la soma.","sfruttamento;comportamento"
"Fatti di miele e ti mangieranno le mosche.","comportamento;conseguenze"
"Fatti le ali e poi vola.","preparazione;azione"
"Fatto trenta, facciamo trentuno.","completamento;esagerazione"
"Febbraio, febbraietto mese corto e maledetto.","tempo;stagione"
"Felice non è, chi d'esserlo non sa.","felicità;consapevolezza"
"Femmine e galline, se giran troppo si perdono.","senso comune;comportamento"
"Ferita d'amore non uccide.","amore;guarigione"
"Fidarsi è bene, non fidarsi è meglio.","prudenza;prevenzione"
"Fidati dell'arte, ma non dell'artigiano.","competenza;scetticismo"
"Finché c'è vita c'è speranza.","ottimismo;resilienza"
"Finché va quel tanto che basta lascia stare che se no si guasta.","equilibrio;moderazione"
"Fino alla bara sempre s'impara.","apprendimento;vita"
"Fino alla morte non si sa qual è la sorte.","incertezza;destino"
"Fintanto che la bocca mangia e il culo rende, accidenti alle medicine e a chi le vende.","pragmatismo;salute"
"Forbici, coltellini e accendini non sono per i bambini.","sicurezza;precauzione"
"Forte non è chi non cade mai, ma chi cadendo riesce a rialzarsi.","resilienza;forza"
"Forte non è chi non piange mai, ma chi piangendo riesce a sfogarsi.","emozioni;forza"
"Fortaleza che parlamenta, è prossima ad arrendersi.","determinazione;arrendersi"
"Fortuna cieca, i suoi acceca.","fortuna;inevitabilità"
"Fortuna instupidisce colui ch'ella favorisce.","fortuna;stupidità"
"Fortunato al gioco, sfortunato in amore.","sorte;contrasti"
"Fossi e capitagne benedicon le campagne.","agricoltura;benedizione"
"Fra Modesto non fu mai priore.","modestia;posizioni"
"Fra la povertà e la ricchezza il meglio è vivere.","equilibrio;esistenza"
"Fra sepolto tesoro e occulta scienza, non vi conosco alcuna differenza.","mistero;conoscenza"
"Fra un usuraio e un assassino poco ci corre.","usura;crimine"
"Fratelli coltelli, parenti serpenti.","famiglia;conflitto"
"Frutto precoce facilmente si guasta.","precocità;fragilità"
"Fuggire l'acqua sotto la grondaia.","inutilità;soluzioni"
"Funghi e poeti: per uno buono dieci cattivi.","eccezioni;mediocrità"
"Fuori pericolo ognuno è bravo.","coraggio;apprezzamento"
"Gallina che non razzola ha già razzolato.","azione;risultato"
"Gallina vecchia fa buon brodo.","esperienza;valore"
"Gallo senza cresta è un cappone, uomo senza barba è un minchione.","aspetto;carattere"
"Gatta inguantata non prese mai topo.","apparenza;efficacia"
"Gattini sventati, fanno gatti posati.","comportamento;educazione"
"Gatto e donna in casa, cane e uomo fuori.","animali;ruoli"
"Gatto rinchiuso diventa leone.","pressione;carattere"
"Gatto scottato dall'acqua calda, ha paura della fredda.","esperienza;paura"
"Gelosia non mette ruga.","emozioni;esteriorità"
"Gennaio non lascia nessuna gallina nel pollaio.","stagionalità;scarsità"
"Genova, aria senza uccelli, mare senza pesci, monti senza legna, uomini senza onore e donne senza pudore.","decadenza;critica"
"Gioco di mano gioco di villano.","scherzo;scarsa eleganza"
"Gioia e sciagura sempre non dura.","contrasti;transitorietà"
"Giovani di buon cuore, indoli buone, crescono cattivi per poca educazione.","educazione;influenza"
"Giugno la falce in pugno.","stagione;lavoro"
"Giustizia differita, ingiustizia diventa.","giustizia;inefficienza"
"Gli abiti e gli uomini presto invecchiano.","tempo;mutamento"
"Gli abiti e i costumi sono mutabili.","stile;adattamento"
"Gli abiti sono freddi, ma ricevono il calore da chi li porta.","adattamento;carattere"
"Gli amori nuovi fanno dimenticare i vecchi.","relazioni;dimenticanza"
"Gli eredi dell'avaro sono onnipotenti, perché possono risuscitare i morti.","avarizia;eredità"
"Gli eretici rubano la parola di Dio.","eresia;conflitto"
"Gli errori degli altri sono i nostri migliori maestri.","apprendimento;esperienza"
"Gli errori non si conoscono finché non siano commessi.","conoscenza;errore"
"Gli errori si pagano.","conseguenze;responsabilità"
"Gli estremi si toccano.","contrasti;similitudini"
"Gli idoli separano papa e imperatore.","potere;divisioni"
"Gli occhi s'hanno a toccare con le gomita.","attenzione;tatto"
"Gli sciocchi sono i primi a farsi sentire.","stupidità;visibilità"
"Gli stolti fanno le feste e gli accorti se le godono.","stupidità;intelligenza"
"Gli uccelli dalle stesse piume devono stare nello stesso nido.","affinità;compagnia"
"Gli uomini onesti non temono né la luce, né il buio.","integrità;coraggio"
"Gli uomini si incontrano e le montagne stanno ferme.","incontri;stabilità"
"Gobba a levante: luna calante, gobba a ponente: luna crescente.","natura;osservazione"
"Goccia a goccia, s'incava la pietra.","perseveranza;risultati"
"Gola degli adulatori, sepolcro aperto.","adulazione;verità"
"Gotta inossota, mai fi sanata.","malattia;inevitabilità"
"Gran giustizia, grande offesa.","giustizia;violenza"
"Grande amore, gran dolore.","emozioni;sofferenza"
"Grande ingiustizia si deve convertire con la forza in giustizia.","ingiustizia;forza"
"Greco in mare, Greco in tavola, Greco non aver a far seco.","identità;estraneità"
"Gru e donne fan volentieri il nido in alto.","ambizione;posizione"
"Guarda te poi dirai a me.","autocontrollo;consiglio"
